applicant_id,gender,age,num_children,family_size,family_status,education_type,housing_type,own_car,own_property,income_type,occupation_type,annual_income,years_employed,credit_history_months,existing_credit_lines,debt_to_income_ratio,late_payments_24m,has_email,has_work_phone,approved,application_date,product_type,requested_credit_limit,application_channel,application_purpose,monthly_debt_obligation,monthly_expenses,total_outstanding_debt,current_credit_limit,current_credit_balance,credit_score,synthetic_enrichment,synthetic_version,monthly_income,disposable_income,credit_utilization_ratio,total_credit_exposure,income_band,dti_band,credit_history_band,employment_band,payment_risk_indicator,model_target_approval
103496,F,61,0,1,Married,Higher education,Rented apartment,N,Y,Working,Laborers,56600.0,0.6,74,1,0.272,0,1,0,0,2025-03-06,Credit Card,15632.84,Web,General Spending,1389.56,2763.99,11964.31,25165.24,3472.46,677,1,v1.0,4716.67,563.12,0.138,15436.77,Medium,Moderate,Long,New,Low,0
103497,F,42,2,4,Civil marriage,Secondary,House / apartment,Y,N,Pensioner,Unknown,24000.0,0.0,67,2,0.313,0,1,1,0,2025-10-24,Credit Card,14394.91,Mobile App,Emergency Expense,672.94,810.39,12767.42,35465.62,9119.05,605,1,v1.0,2000.0,516.67,0.2571,21886.47,Low,Moderate,Long,Experienced,Low,0
103498,M,47,0,2,Married,Higher education,Rented apartment,Y,Y,Working,Core staff,65700.0,9.0,119,1,0.26,0,0,1,0,2025-03-18,Credit Line,17960.07,Branch,Emergency Expense,1552.69,2547.42,13658.74,24563.88,6006.9,721,1,v1.0,5475.0,1374.89,0.2445,19665.64,High,Moderate,Long,Long Tenure,Low,0
103499,F,23,0,2,Married,Secondary,With parents,Y,N,Working,High skill tech staff,56400.0,6.3,4,2,0.192,0,1,0,0,2025-10-08,Credit Card,32347.08,Web,Debt Consolidation,961.24,2360.22,18853.61,32982.35,6319.1,618,1,v1.0,4700.0,1378.54,0.1916,25172.71,Medium,Low,New,Experienced,Low,0
103500,M,63,3,5,Civil marriage,Lower secondary,House / apartment,Y,Y,Pensioner,Core staff,22600.0,0.0,173,0,0.177,0,0,0,0,2025-02-08,Personal Loan,29139.73,Mobile App,Debt Consolidation,314.85,987.6,7382.08,5000.0,1415.47,673,1,v1.0,1883.33,580.88,0.2831,8797.55,Low,Low,Long,New,Low,0
103501,F,26,1,2,Married,Higher education,With parents,N,Y,Student,High skill tech staff,32900.0,4.2,9,2,0.22,0,1,0,0,2026-02-03,Credit Card,53720.11,Web,General Spending,547.98,1755.15,6806.05,29523.79,9085.84,579,1,v1.0,2741.67,438.54,0.3077,15891.89,Medium,Moderate,New,Experienced,Low,0
103502,F,51,1,3,Married,Secondary,Municipal apartment,Y,Y,Pensioner,Drivers,43100.0,0.0,76,1,0.169,0,1,0,0,2025-07-13,Credit Card,18535.44,Web,Debt Consolidation,566.68,2194.82,8682.41,19765.23,3116.94,689,1,v1.0,3591.67,830.17,0.1577,11799.35,Medium,Low,Long,New,Low,0
103503,M,29,0,2,Married,Secondary,House / apartment,Y,N,Working,High skill tech staff,61700.0,1.8,39,2,0.308,0,1,1,1,2025-05-06,Credit Card,36132.88,Branch,Emergency Expense,1676.21,1918.66,28102.19,44887.74,13165.78,587,1,v1.0,5141.67,1546.8,0.2933,41267.97,High,Moderate,Established,Early Career,Low,1
103504,F,33,0,2,Married,Secondary,House / apartment,N,Y,Working,Medicine staff,47900.0,6.7,20,4,0.509,0,1,0,0,2025-01-11,Credit Card,17884.5,Mobile App,Emergency Expense,1670.37,1959.99,19444.06,69485.11,17069.38,606,1,v1.0,3991.67,361.31,0.2457,36513.44,Medium,Very High,Developing,Experienced,Low,0
103505,F,48,2,4,Single / not married,Incomplete higher,Municipal apartment,Y,Y,Commercial associate,Sales staff,97400.0,2.7,57,1,0.25,0,1,0,1,2026-07-08,Credit Card,40839.03,Mobile App,General Spending,2026.67,2883.4,17709.39,49926.8,10771.93,619,1,v1.0,8116.67,3206.6,0.2158,28481.32,High,Moderate,Established,Early Career,Low,1
103506,F,51,2,4,Married,Secondary,Rented apartment,Y,Y,Commercial associate,Unknown,40700.0,1.0,172,1,0.256,0,0,0,1,2026-06-06,Credit Card,109004.96,Mobile App,Emergency Expense,849.8,1088.74,7722.24,19205.95,6824.1,655,1,v1.0,3391.67,1453.13,0.3553,14546.34,Medium,Moderate,Long,New,Low,1
103507,M,26,0,1,Married,Secondary,House / apartment,N,Y,Working,Laborers,68700.0,0.7,31,0,0.27,0,1,0,1,2026-05-21,Credit Card,84852.04,Web,Debt Consolidation,1697.09,2455.09,23626.22,26362.51,4140.29,622,1,v1.0,5725.0,1572.82,0.1571,27766.51,High,Moderate,Developing,New,Low,1
103508,F,51,1,2,Married,Lower secondary,House / apartment,N,Y,Commercial associate,Sales staff,41700.0,8.7,197,2,0.433,0,0,0,0,2025-02-06,Personal Loan,106619.41,Branch,Emergency Expense,1490.57,1431.46,16848.81,27490.08,9520.46,729,1,v1.0,3475.0,552.97,0.3463,26369.27,Medium,High,Long,Long Tenure,Low,0
103509,M,51,0,1,Married,Secondary,House / apartment,Y,Y,Working,Laborers,105400.0,2.0,161,0,0.036,0,1,0,1,2025-08-06,Credit Card,38287.02,Branch,Emergency Expense,306.88,4388.71,4976.34,37475.9,2166.0,774,1,v1.0,8783.33,4087.74,0.0578,7142.34,Very High,Low,Long,Early Career,Low,1
103510,M,29,0,2,Single / not married,Secondary,With parents,N,N,Student,Sales staff,15400.0,19.9,35,1,0.099,0,1,1,0,2026-08-29,Credit Card,52077.2,Partner,Emergency Expense,140.43,673.03,1267.9,12305.19,1621.76,681,1,v1.0,1283.33,469.87,0.1318,2889.66,Low,Low,Developing,Long Tenure,Low,0
103511,M,57,0,1,Separated,Secondary,House / apartment,Y,Y,Working,Drivers,47100.0,8.1,117,1,0.225,0,1,0,1,2025-12-27,Credit Card,85361.59,Web,General Spending,876.63,1707.21,16649.68,20115.18,3303.44,670,1,v1.0,3925.0,1341.16,0.1642,19953.12,Medium,Moderate,Long,Long Tenure,Low,1
103512,F,23,0,1,Single / not married,Secondary,Co-op apartment,Y,N,Commercial associate,Accountants,49300.0,2.6,8,3,0.255,0,0,0,0,2025-03-22,Credit Card,34575.8,Branch,General Spending,1026.38,2479.53,10723.77,49902.31,7833.98,586,1,v1.0,4108.33,602.42,0.157,18557.75,Medium,Moderate,New,Early Career,Low,0
103513,F,33,0,2,Married,Higher education,With parents,Y,Y,Commercial associate,Unknown,36700.0,2.5,28,0,0.256,0,0,0,0,2025-03-29,Personal Loan,108815.22,Mobile App,General Spending,752.29,1818.52,6423.24,11898.71,1358.45,642,1,v1.0,3058.33,487.52,0.1142,7781.69,Medium,Moderate,Developing,Early Career,Low,0
103514,F,45,1,2,Married,Higher education,House / apartment,Y,Y,Commercial associate,Unknown,125600.0,0.9,102,4,0.379,0,0,0,1,2025-06-13,Credit Card,111064.5,Web,General Spending,4057.51,5781.82,48815.93,106992.84,17178.93,702,1,v1.0,10466.67,627.34,0.1606,65994.86,Very High,High,Long,New,Low,1
103515,F,30,0,1,Married,Secondary,House / apartment,Y,Y,Pensioner,Security staff,39900.0,0.0,20,0,0.13,0,1,1,0,2026-08-29,Credit Line,18307.83,Web,Debt Consolidation,420.79,1405.68,7980.87,7457.66,322.6,602,1,v1.0,3325.0,1498.53,0.0433,8303.47,Medium,Low,Developing,New,Low,0
103516,M,42,2,4,Civil marriage,Secondary,House / apartment,N,N,Working,Unknown,57100.0,4.1,51,1,0.286,0,1,0,0,2025-04-16,Personal Loan,23500.45,Branch,Emergency Expense,1325.19,1830.84,13030.34,26048.97,4417.79,679,1,v1.0,4758.33,1602.3,0.1696,17448.13,Medium,Moderate,Established,Experienced,Low,0
103517,M,42,1,3,Married,Secondary,House / apartment,N,Y,State servant,Laborers,42600.0,10.4,117,1,0.283,0,0,1,0,2026-07-17,Credit Card,107543.4,Branch,Debt Consolidation,1121.21,1209.21,22858.78,26961.95,4340.97,728,1,v1.0,3550.0,1219.58,0.161,27199.75,Medium,Moderate,Long,Long Tenure,Low,0
103518,M,37,1,3,Separated,Secondary,House / apartment,N,Y,Working,Drivers,69700.0,1.9,52,2,0.192,0,0,0,1,2026-02-27,Credit Card,59450.88,Mobile App,Debt Consolidation,1119.56,2251.67,20176.12,49793.99,10144.14,677,1,v1.0,5808.33,2437.1,0.2037,30320.26,High,Low,Established,Early Career,Low,1
103519,M,49,0,2,Married,Secondary,House / apartment,Y,N,Commercial associate,Managers,33300.0,2.5,75,4,0.329,0,1,0,0,2026-07-29,Credit Card,16285.7,Branch,Debt Consolidation,880.24,1764.03,11375.33,44236.62,15736.31,621,1,v1.0,2775.0,130.73,0.3557,27111.64,Medium,Moderate,Long,Early Career,Low,0
103520,M,37,0,2,Married,Secondary,With parents,Y,Y,Working,Sales staff,30100.0,3.9,94,2,0.189,0,0,0,0,2026-05-30,Credit Line,78045.53,Branch,General Spending,436.33,1119.17,4121.82,30789.97,7563.26,680,1,v1.0,2508.33,952.83,0.2456,11685.08,Medium,Low,Long,Experienced,Low,0
103521,M,42,1,3,Separated,Secondary,House / apartment,N,N,Working,Managers,38100.0,7.4,124,0,0.174,0,0,0,0,2025-07-26,Credit Card,103748.13,Partner,General Spending,561.22,1414.45,12657.66,9212.59,2095.08,703,1,v1.0,3175.0,1199.33,0.2274,14752.74,Medium,Low,Long,Long Tenure,Low,0
103522,M,52,0,2,Married,Incomplete higher,House / apartment,N,Y,Pensioner,Laborers,42600.0,0.0,85,2,0.301,0,1,0,0,2026-05-31,Credit Card,85446.08,Web,General Spending,1020.7,1649.84,11970.77,27176.54,4985.92,669,1,v1.0,3550.0,879.46,0.1835,16956.69,Medium,Moderate,Long,New,Low,0
103523,M,48,2,3,Married,Secondary,House / apartment,N,N,Working,Sales staff,79700.0,18.5,37,2,0.203,0,1,1,1,2025-04-16,Credit Card,67153.54,Partner,Emergency Expense,1308.53,3498.82,23710.91,31621.74,7824.45,615,1,v1.0,6641.67,1834.32,0.2474,31535.36,High,Moderate,Established,Long Tenure,Low,1
103524,M,48,0,2,Married,Higher education,Municipal apartment,Y,Y,Working,Core staff,56800.0,0.3,64,2,0.235,0,1,1,0,2025-07-01,Credit Card,34437.08,Branch,General Spending,1036.56,2944.13,19754.85,39038.03,10456.95,689,1,v1.0,4733.33,752.64,0.2679,30211.8,Medium,Moderate,Long,New,Low,0
103525,M,27,0,2,Married,Secondary,House / apartment,N,N,Commercial associate,Sales staff,49400.0,11.2,14,0,0.089,0,1,1,0,2025-05-12,Credit Card,86535.67,Web,General Spending,372.15,1399.45,6144.09,8238.77,1038.13,589,1,v1.0,4116.67,2345.07,0.126,7182.22,Medium,Low,Developing,Long Tenure,Low,0
103526,F,45,1,2,Single / not married,Higher education,House / apartment,N,Y,Working,Laborers,53200.0,0.8,92,3,0.245,0,1,1,0,2025-03-24,Credit Card,82322.31,Web,General Spending,972.92,2602.81,16877.27,53874.89,16581.98,677,1,v1.0,4433.33,857.6,0.3078,33459.25,Medium,Moderate,Long,New,Low,0
103527,F,30,3,4,Widow,Incomplete higher,With parents,N,Y,Working,Core staff,73200.0,24.2,33,1,0.368,0,1,1,1,2025-02-26,Credit Card,43038.49,Branch,Debt Consolidation,2318.69,2788.48,29539.55,27972.53,6487.41,627,1,v1.0,6100.0,992.83,0.2319,36026.96,High,High,Developing,Long Tenure,Low,1
103528,F,25,0,1,Single / not married,Higher education,House / apartment,N,Y,Pensioner,Medicine staff,12000.0,0.0,14,1,0.157,2,1,0,0,2025-04-27,Personal Loan,11144.4,Branch,Education,150.14,396.15,2612.36,15584.04,5146.94,522,1,v1.0,1000.0,453.71,0.3303,7759.3,Low,Low,Developing,New,High,0
103529,M,39,0,2,Married,Secondary,House / apartment,Y,N,Commercial associate,Medicine staff,65200.0,2.2,28,1,0.181,0,0,1,0,2025-03-16,Credit Card,62295.6,Web,Travel,1039.81,2664.23,22023.12,25396.85,5901.31,612,1,v1.0,5433.33,1729.29,0.2324,27924.43,High,Low,Developing,Early Career,Low,0
103530,M,30,2,4,Single / not married,Secondary,With parents,Y,Y,Commercial associate,Core staff,76400.0,41.8,43,2,0.136,0,1,1,1,2025-08-26,Credit Card,56602.47,Partner,General Spending,899.48,3114.16,18374.51,49892.39,4305.43,643,1,v1.0,6366.67,2353.03,0.0863,22679.94,High,Low,Established,Long Tenure,Low,1
103531,F,48,0,1,Married,Incomplete higher,House / apartment,Y,N,Commercial associate,Laborers,76300.0,1.7,51,0,0.056,0,1,0,1,2025-02-14,Credit Card,89489.02,Mobile App,Debt Consolidation,359.03,2204.33,4153.67,23079.67,2825.79,642,1,v1.0,6358.33,3794.97,0.1224,6979.46,High,Low,Established,Early Career,Low,1
103532,M,48,0,2,Single / not married,Secondary,House / apartment,N,Y,Working,Managers,62500.0,11.6,141,0,0.095,0,0,1,1,2025-02-08,Credit Line,89006.01,Web,General Spending,528.28,1739.32,10842.37,11452.82,1896.99,716,1,v1.0,5208.33,2940.73,0.1656,12739.36,High,Low,Long,Long Tenure,Low,1
103533,M,21,0,2,Married,Secondary,House / apartment,N,Y,State servant,Drivers,69700.0,10.8,0,1,0.282,0,0,0,1,2026-09-09,Credit Card,41416.21,Mobile App,Emergency Expense,1841.97,3016.89,34774.63,41138.92,7522.3,583,1,v1.0,5808.33,949.47,0.1829,42296.93,High,Moderate,New,Long Tenure,Low,1
103534,M,30,0,2,Married,Lower secondary,House / apartment,Y,Y,Student,Medicine staff,38700.0,1.8,39,1,0.182,0,1,1,0,2025-02-24,Credit Line,18828.09,Web,General Spending,646.51,1797.56,9684.73,21120.41,5119.35,604,1,v1.0,3225.0,780.93,0.2424,14804.08,Medium,Low,Established,Early Career,Low,0
103535,M,23,1,3,Single / not married,Higher education,House / apartment,N,Y,Working,Medicine staff,40300.0,4.2,11,4,0.234,0,1,0,0,2025-02-16,Credit Card,34088.16,Mobile App,General Spending,703.44,1730.18,11100.05,54588.71,8440.07,599,1,v1.0,3358.33,924.71,0.1546,19540.12,Medium,Moderate,New,Experienced,Low,0
103536,M,34,0,1,Married,Incomplete higher,House / apartment,Y,N,Working,Accountants,53100.0,0.5,29,1,0.14,0,1,0,0,2025-01-19,Personal Loan,61443.05,Mobile App,Debt Consolidation,589.5,1874.07,9586.02,24324.87,3478.65,608,1,v1.0,4425.0,1961.43,0.143,13064.67,Medium,Low,Developing,New,Low,0
103537,M,45,2,4,Married,Secondary,House / apartment,N,Y,Working,Medicine staff,49700.0,0.9,126,0,0.354,0,0,0,0,2025-03-24,Credit Card,16445.13,Mobile App,General Spending,1409.5,2048.26,28841.86,14711.42,4809.64,713,1,v1.0,4141.67,683.91,0.3269,33651.5,Medium,High,Long,New,Low,0
103538,F,37,1,3,Civil marriage,Secondary,House / apartment,N,N,Working,Sales staff,92200.0,4.3,41,2,0.277,0,1,0,0,2025-11-25,Personal Loan,117329.72,Mobile App,Education,2237.01,4742.35,39796.82,52281.86,12013.33,642,1,v1.0,7683.33,703.97,0.2298,51810.15,High,Moderate,Established,Experienced,Low,0
103539,M,33,4,6,Married,Higher education,House / apartment,N,N,Commercial associate,Managers,46800.0,14.2,57,2,0.266,0,1,1,0,2026-05-31,Credit Card,36213.15,Mobile App,General Spending,994.06,2431.1,21434.42,39423.31,11237.95,654,1,v1.0,3900.0,474.84,0.2851,32672.37,Medium,Moderate,Established,Long Tenure,Low,0
103540,M,54,0,1,Married,Higher education,House / apartment,N,N,Commercial associate,Cooking staff,36500.0,6.5,206,4,0.28,0,1,1,0,2026-04-03,Credit Line,30217.84,Branch,Education,813.41,1159.79,17185.86,61636.75,17063.95,705,1,v1.0,3041.67,1068.47,0.2768,34249.81,Medium,Moderate,Long,Experienced,Low,0
103541,F,21,0,1,Single / not married,Secondary,House / apartment,N,Y,Working,Unknown,39600.0,5.6,0,2,0.193,0,1,1,0,2025-12-28,Credit Line,79261.91,Mobile App,General Spending,599.49,1099.81,13561.61,37843.92,13118.33,649,1,v1.0,3300.0,1600.7,0.3466,26679.94,Medium,Low,New,Experienced,Low,0
103542,M,53,3,5,Single / not married,Higher education,House / apartment,Y,Y,Working,Security staff,27200.0,18.2,180,3,0.392,0,1,1,0,2025-02-22,Credit Card,80699.34,Mobile App,General Spending,909.78,1198.25,20013.34,42376.18,9668.79,718,1,v1.0,2266.67,158.64,0.2282,29682.13,Low,High,Long,Long Tenure,Low,0
103543,M,34,0,1,Married,Higher education,House / apartment,N,Y,Commercial associate,Unknown,49300.0,9.0,24,0,0.147,0,1,0,0,2026-04-28,Credit Card,112296.77,Mobile App,Emergency Expense,634.59,1483.27,5288.9,20105.65,1822.49,588,1,v1.0,4108.33,1990.47,0.0906,7111.39,Medium,Low,Developing,Long Tenure,Low,0
103544,F,39,2,4,Married,Secondary,With parents,Y,Y,Working,Unknown,51700.0,31.1,89,1,0.199,0,1,0,1,2025-01-24,Credit Card,104404.7,Mobile App,Debt Consolidation,774.26,2500.44,10688.67,15978.95,1231.44,706,1,v1.0,4308.33,1033.63,0.0771,11920.11,Medium,Low,Long,Long Tenure,Low,1
103545,M,34,0,2,Single / not married,Higher education,Municipal apartment,Y,Y,Working,Security staff,30100.0,3.7,31,1,0.247,0,1,0,0,2026-01-29,Credit Card,14988.78,Mobile App,Travel,594.07,999.04,8304.07,15910.67,2764.81,603,1,v1.0,2508.33,915.22,0.1738,11068.88,Medium,Moderate,Developing,Experienced,Low,0
103546,M,56,1,2,Married,Secondary,Rented apartment,N,N,Working,Laborers,41300.0,1.3,100,1,0.315,0,0,0,0,2025-09-13,Personal Loan,78466.81,Partner,Debt Consolidation,919.77,1213.76,17466.93,26125.22,8550.85,703,1,v1.0,3441.67,1308.14,0.3273,26017.78,Medium,Moderate,Long,Early Career,Low,0
103547,F,26,3,5,Single / not married,Higher education,House / apartment,N,Y,Pensioner,Core staff,25300.0,0.0,14,1,0.419,0,0,0,0,2026-07-04,Personal Loan,14594.22,Web,Debt Consolidation,714.37,1234.71,12193.03,17588.75,5723.4,588,1,v1.0,2108.33,159.25,0.3254,17916.43,Low,High,Developing,New,Low,0
103548,M,40,0,2,Married,Secondary,House / apartment,Y,Y,Working,Accountants,79600.0,3.3,96,3,0.208,0,1,1,0,2025-07-11,Credit Card,32484.26,Mobile App,General Spending,1433.23,2474.09,34179.76,57634.58,11290.89,697,1,v1.0,6633.33,2726.01,0.1959,45470.65,High,Moderate,Long,Experienced,Low,0
103549,F,45,0,2,Married,Higher education,House / apartment,N,Y,Working,Laborers,37000.0,9.0,114,4,0.327,0,1,1,0,2026-02-02,Credit Card,82363.92,Web,Education,1033.69,934.54,18496.54,32264.3,13522.99,715,1,v1.0,3083.33,1115.1,0.4191,32019.53,Medium,Moderate,Long,Long Tenure,Low,0
103550,F,22,0,2,Single / not married,Secondary,House / apartment,Y,N,Pensioner,Core staff,17700.0,0.0,2,0,0.108,0,0,1,0,2025-10-02,Credit Line,12148.33,Mobile App,Emergency Expense,161.5,866.73,2757.19,5000.0,387.62,558,1,v1.0,1475.0,446.77,0.0775,3144.81,Low,Low,New,New,Low,0
103551,M,29,0,2,Married,Incomplete higher,House / apartment,N,N,Working,Sales staff,47100.0,4.5,46,1,0.097,0,1,0,0,2025-11-22,Credit Card,60066.14,Branch,Debt Consolidation,429.06,1306.38,9269.2,15600.49,4002.38,624,1,v1.0,3925.0,2189.56,0.2566,13271.58,Medium,Low,Established,Experienced,Low,0
103552,F,38,0,2,Married,Higher education,Co-op apartment,N,N,Working,High skill tech staff,75700.0,3.1,48,2,0.203,0,1,0,0,2026-08-08,Credit Card,26313.88,Partner,Emergency Expense,1108.92,2819.24,22888.53,41802.31,6919.66,620,1,v1.0,6308.33,2380.17,0.1655,29808.19,High,Moderate,Established,Experienced,Low,0
103553,F,30,1,3,Married,Higher education,Rented apartment,N,Y,State servant,Unknown,49500.0,3.6,25,2,0.362,0,1,0,0,2026-03-21,Credit Card,111920.69,Mobile App,General Spending,1244.76,1808.95,13153.48,42708.43,16999.4,583,1,v1.0,4125.0,1071.29,0.398,30152.88,Medium,High,Developing,Experienced,Low,0
103554,M,31,0,2,Married,Lower secondary,House / apartment,Y,N,Working,Accountants,66500.0,0.6,21,1,0.125,0,1,1,0,2025-09-16,Credit Card,63442.13,Mobile App,Travel,630.46,1939.84,9925.51,33384.36,5162.13,655,1,v1.0,5541.67,2971.37,0.1546,15087.64,High,Low,Developing,New,Low,0
103555,F,36,0,1,Married,Secondary,House / apartment,N,Y,Working,Managers,38900.0,5.0,32,4,0.311,0,1,1,0,2025-10-06,Credit Card,29828.86,Web,Debt Consolidation,837.2,1012.42,19982.33,48942.94,16097.94,623,1,v1.0,3241.67,1392.05,0.3289,36080.27,Medium,Moderate,Developing,Experienced,Low,0
103556,M,47,0,2,Married,Higher education,House / apartment,Y,N,State servant,Medicine staff,63100.0,6.0,104,0,0.253,0,0,1,0,2026-03-15,Credit Card,108735.41,Mobile App,Travel,1265.08,1733.36,24449.1,25219.99,5281.08,706,1,v1.0,5258.33,2259.89,0.2094,29730.18,High,Moderate,Long,Experienced,Low,0
103557,F,36,0,2,Married,Secondary,House / apartment,N,Y,Commercial associate,Medicine staff,69000.0,0.3,48,1,0.203,0,0,0,0,2025-08-04,Credit Card,24695.2,Mobile App,Emergency Expense,1221.68,2585.37,10232.97,26534.0,10944.97,635,1,v1.0,5750.0,1942.95,0.4125,21177.94,High,Moderate,Established,New,Low,0
103558,M,51,0,1,Separated,Academic degree,House / apartment,N,Y,State servant,Managers,35900.0,0.8,102,3,0.226,0,1,0,0,2025-04-15,Credit Card,55928.5,Web,Debt Consolidation,692.16,1899.65,6218.69,26972.93,6355.6,762,1,v1.0,2991.67,399.86,0.2356,12574.29,Medium,Moderate,Long,New,Low,0
103559,M,29,1,3,Single / not married,Incomplete higher,House / apartment,Y,N,Working,Medicine staff,38500.0,0.4,26,1,0.33,0,1,0,0,2025-10-19,Personal Loan,18072.73,Web,Emergency Expense,1145.78,1776.55,22575.79,20743.13,5167.08,582,1,v1.0,3208.33,286.0,0.2491,27742.87,Medium,Moderate,Developing,New,Low,0
103560,M,26,2,4,Separated,Higher education,House / apartment,Y,Y,Commercial associate,Security staff,21800.0,1.4,24,3,0.267,0,0,0,0,2025-02-12,Personal Loan,80093.03,Mobile App,Emergency Expense,499.44,999.49,10175.12,35085.12,9010.18,628,1,v1.0,1816.67,317.74,0.2568,19185.3,Low,Moderate,Developing,Early Career,Low,0
103561,F,61,0,1,Married,Secondary,Rented apartment,Y,N,Working,Laborers,67700.0,0.4,65,0,0.172,0,1,1,1,2025-04-16,Credit Card,63405.44,Branch,General Spending,939.0,3014.9,19823.68,22411.65,5758.74,684,1,v1.0,5641.67,1687.77,0.257,25582.42,High,Low,Long,New,Low,1
103562,M,32,0,2,Married,Secondary,House / apartment,Y,N,Student,Unknown,13400.0,3.2,31,1,0.2,0,0,0,0,2025-09-20,Credit Card,51307.08,Mobile App,Emergency Expense,213.94,635.6,2713.28,15966.05,5401.95,640,1,v1.0,1116.67,267.13,0.3383,8115.23,Low,Low,Developing,Experienced,Low,0
103563,M,25,1,2,Married,Secondary,House / apartment,Y,Y,Working,Unknown,48300.0,1.8,25,1,0.193,0,1,0,1,2026-05-12,Credit Card,34134.78,Mobile App,Debt Consolidation,804.01,1953.35,16801.48,26638.82,8675.39,601,1,v1.0,4025.0,1267.64,0.3257,25476.87,Medium,Low,Developing,Early Career,Low,1
103564,M,21,0,2,Married,Higher education,House / apartment,N,N,Commercial associate,Sales staff,49900.0,8.1,0,1,0.194,0,1,0,0,2026-05-02,Personal Loan,34225.14,Branch,Travel,707.96,2681.96,16902.05,27834.21,1372.06,554,1,v1.0,4158.33,768.41,0.0493,18274.11,Medium,Low,New,Long Tenure,Low,0
103565,F,51,0,2,Married,Secondary,House / apartment,N,Y,Working,Managers,67300.0,15.9,57,1,0.258,0,0,0,1,2025-06-12,Credit Card,32219.78,Web,Travel,1079.11,2875.42,18580.19,38228.85,7865.63,654,1,v1.0,5608.33,1653.8,0.2058,26445.82,High,Moderate,Established,Long Tenure,Low,1
103566,F,36,1,2,Single / not married,Secondary,House / apartment,N,N,Working,Sales staff,41800.0,4.5,58,1,0.237,0,1,0,1,2025-09-20,Credit Card,56708.16,Web,General Spending,851.32,1814.14,14955.01,23848.2,4074.38,648,1,v1.0,3483.33,817.87,0.1708,19029.39,Medium,Moderate,Established,Experienced,Low,1
103567,F,37,0,2,Married,Higher education,House / apartment,N,Y,Working,Medicine staff,50300.0,2.7,91,1,0.21,0,1,1,1,2025-04-06,Personal Loan,81636.79,Web,General Spending,896.75,1288.56,10677.91,24540.3,6720.55,680,1,v1.0,4191.67,2006.36,0.2739,17398.46,Medium,Moderate,Long,Early Career,Low,1
103568,F,38,0,2,Married,Incomplete higher,House / apartment,Y,Y,Commercial associate,Accountants,93700.0,4.9,53,1,0.213,0,0,0,1,2026-04-16,Credit Card,29434.41,Web,General Spending,1871.98,4404.9,21437.07,38503.05,6446.07,630,1,v1.0,7808.33,1531.45,0.1674,27883.14,High,Moderate,Established,Experienced,Low,1
103569,F,51,4,6,Married,Secondary,House / apartment,Y,N,Pensioner,Managers,60700.0,0.0,123,1,0.41,0,1,0,0,2025-06-03,Credit Card,55809.84,Branch,Emergency Expense,2189.46,2147.55,17791.47,28961.85,12541.27,725,1,v1.0,5058.33,721.32,0.433,30332.74,High,High,Long,New,Low,0
